,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,Contract,TotalCharges,Churn
3693,Female,0,No,No,37,Yes,Yes,One year,2347.85,No
3694,Female,0,Yes,Yes,67,Yes,Yes,Two year,7156.2,Yes
3695,Female,0,Yes,Yes,32,Yes,Yes,Month-to-month,3089.6,No
3696,Female,0,Yes,No,6,Yes,No,Month-to-month,270.8,Yes
3697,Female,0,Yes,Yes,32,Yes,Yes,Month-to-month,2901.8,No
3698,Female,0,No,No,59,Yes,Yes,Month-to-month,4949.1,No
3699,Female,0,Yes,No,30,Yes,No,One year,2198.9,No
3700,Male,0,No,Yes,20,Yes,No,Month-to-month,374.5,Yes
3701,Female,0,Yes,Yes,27,Yes,Yes,Two year,761.95,No
3702,Female,1,No,No,20,Yes,Yes,Month-to-month,1520.9,Yes
3703,Male,0,No,Yes,9,Yes,No,One year,190.25,No
3704,Female,0,Yes,Yes,68,Yes,Yes,One year,5163.0,No
3705,Female,0,Yes,Yes,69,Yes,Yes,Two year,4059.85,No
3706,Male,0,No,No,26,Yes,Yes,Month-to-month,2281.6,No
3707,Male,0,Yes,Yes,69,Yes,No,Two year,1356.7,No
3708,Male,0,No,No,11,Yes,No,Two year,231.45,No
3709,Male,0,No,No,1,Yes,Yes,Month-to-month,50.75,No
3710,Male,0,Yes,Yes,10,Yes,No,One year,242.4,No
3711,Female,0,Yes,Yes,55,Yes,Yes,One year,4264.25,No
3712,Male,0,No,No,44,Yes,No,One year,2774.55,No
3713,Male,1,Yes,No,46,Yes,No,Month-to-month,3605.2,Yes
3714,Male,0,Yes,Yes,69,Yes,No,Two year,4069.9,No
3715,Male,1,No,No,11,Yes,No,Month-to-month,874.2,No
3716,Female,0,Yes,No,11,Yes,Yes,Month-to-month,1145.35,Yes
3717,Male,0,No,No,29,Yes,No,Month-to-month,1323.7,No
3718,Female,0,Yes,No,57,Yes,Yes,Month-to-month,5497.05,No
3719,Male,0,No,No,28,Yes,No,One year,534.7,No
3720,Female,0,No,No,42,Yes,No,Month-to-month,2455.05,No
3721,Female,0,No,No,2,Yes,No,Month-to-month,38.7,Yes
3722,Male,0,No,Yes,23,No,No phone service,One year,947.4,No
3723,Female,0,Yes,Yes,18,Yes,No,Month-to-month,357.0,No
3724,Male,0,Yes,Yes,62,Yes,Yes,One year,1476.25,No
3725,Female,0,No,No,1,Yes,No,Month-to-month,70.8,Yes
3726,Male,0,No,No,16,Yes,Yes,Month-to-month,1448.6,Yes
3727,Female,0,No,No,3,Yes,Yes,Month-to-month,291.9,Yes
3728,Male,0,No,No,67,Yes,Yes,One year,5903.15,No
3729,Male,0,No,No,62,Yes,No,Two year,1201.65,No
3730,Female,0,Yes,No,57,Yes,Yes,Month-to-month,5921.35,Yes
3731,Male,0,No,No,2,Yes,No,Month-to-month,146.65,No
3732,Female,0,Yes,Yes,23,Yes,Yes,Two year,1759.4,No
3733,Female,0,No,Yes,25,No,No phone service,Two year,844.45,No
3734,Female,1,No,No,72,Yes,Yes,Two year,7774.05,No
3735,Female,0,Yes,No,2,Yes,Yes,Month-to-month,134.05,No
3736,Female,0,No,No,8,Yes,No,One year,140.95,No
3737,Female,0,No,No,5,Yes,Yes,Month-to-month,249.95,Yes
3738,Male,0,No,No,35,No,No phone service,Month-to-month,1701.65,No
3739,Male,0,No,No,24,Yes,Yes,One year,592.65,No
3740,Female,0,Yes,Yes,2,Yes,No,Month-to-month,135.75,No
3741,Male,0,Yes,Yes,72,Yes,Yes,Two year,7732.65,No
3742,Female,0,No,No,41,Yes,Yes,Month-to-month,4282.4,No
3743,Male,0,No,Yes,4,Yes,No,Month-to-month,219.65,Yes
3744,Male,0,No,No,26,Yes,No,One year,2018.1,No
3745,Male,0,No,No,7,Yes,No,Month-to-month,669.0,Yes
3746,Female,0,Yes,No,1,Yes,No,Month-to-month,68.95,Yes
3747,Female,0,Yes,Yes,4,Yes,Yes,Month-to-month,224.85,No
3748,Male,0,No,No,48,Yes,No,Two year,3771.5,No
3749,Male,1,No,No,2,Yes,Yes,Month-to-month,196.75,Yes
3750,Female,1,Yes,No,12,Yes,No,One year,943.85,No
3751,Male,0,Yes,No,60,Yes,Yes,Month-to-month,6572.85,No
3752,Male,0,No,No,55,Yes,No,Two year,3175.85,No
3753,Male,0,No,No,1,No,No phone service,Month-to-month,29.15,No
3754,Male,0,No,No,1,Yes,No,Month-to-month,20.05,No
3755,Male,0,No,No,4,Yes,Yes,Month-to-month,318.9,Yes
3756,Male,0,No,No,1,No,No phone service,Month-to-month,24.45,Yes
3757,Female,0,No,No,42,Yes,No,Two year,2762.75,No
3758,Female,0,No,No,1,Yes,No,Month-to-month,49.55,No
3759,Male,0,No,No,7,Yes,Yes,Month-to-month,631.85,Yes
3760,Male,0,No,No,3,Yes,No,Month-to-month,232.5,No
3761,Female,0,Yes,No,72,Yes,Yes,Two year,5919.35,No
3762,Male,0,No,No,15,Yes,Yes,Month-to-month,749.25,No
3763,Male,0,Yes,No,4,Yes,No,Month-to-month,307.4,Yes
3764,Female,0,No,No,11,Yes,Yes,One year,245.15,No
3765,Female,0,No,No,5,Yes,Yes,Month-to-month,134.75,No
3766,Female,1,No,No,1,Yes,No,Month-to-month,55.8,Yes
3767,Male,0,Yes,No,72,Yes,Yes,Two year,8240.85,No
3768,Female,0,Yes,No,55,Yes,Yes,Month-to-month,4266.4,No
3769,Female,0,Yes,Yes,40,Yes,Yes,Month-to-month,1077.5,No
3770,Female,0,Yes,No,57,Yes,No,Two year,1115.6,No
3771,Male,0,No,No,1,Yes,No,Month-to-month,79.05,Yes
3772,Male,0,Yes,No,1,Yes,No,Month-to-month,95.0,Yes
3773,Female,0,No,No,1,No,No phone service,Month-to-month,25.2,Yes
3774,Male,1,Yes,Yes,52,Yes,Yes,One year,4079.55,No
3775,Male,1,No,No,41,Yes,Yes,Month-to-month,4187.75,Yes
3776,Male,0,Yes,No,43,Yes,No,One year,2391.15,No
3777,Female,0,Yes,Yes,47,Yes,No,Two year,890.5,No
3778,Male,0,No,No,3,Yes,Yes,Month-to-month,137.25,No
3779,Male,1,Yes,Yes,66,Yes,Yes,Two year,5154.6,Yes
3780,Male,0,Yes,Yes,55,Yes,No,Two year,3119.9,No
3781,Male,0,No,No,29,Yes,No,One year,529.5,No
3782,Female,0,No,Yes,12,Yes,Yes,Month-to-month,966.55,No
3783,Female,0,Yes,No,66,Yes,Yes,Month-to-month,6936.85,No
3784,Male,1,No,No,35,Yes,Yes,Month-to-month,3496.3,Yes
3785,Male,1,Yes,No,10,Yes,Yes,Month-to-month,914.3,Yes
3786,Male,0,Yes,Yes,27,Yes,Yes,Month-to-month,1929.0,No
3787,Female,0,No,No,58,Yes,No,Month-to-month,5817.7,No
3788,Male,0,Yes,No,54,Yes,No,Two year,6110.2,Yes
3789,Male,0,No,No,9,Yes,No,Month-to-month,178.8,No
3790,Male,0,No,No,2,Yes,No,One year,28.3,Yes
3791,Male,0,No,No,6,Yes,No,Month-to-month,435.0,No
3792,Female,1,No,No,26,Yes,No,Month-to-month,2351.8,Yes
3793,Female,0,No,No,9,Yes,No,Month-to-month,186.15,No
3794,Male,0,Yes,No,8,Yes,No,Month-to-month,445.85,No
3795,Male,0,No,No,12,Yes,No,Month-to-month,912.0,No
3796,Female,0,No,No,15,Yes,Yes,Month-to-month,679.55,Yes
3797,Male,0,Yes,No,43,Yes,Yes,One year,3581.6,No
3798,Male,0,No,No,42,Yes,Yes,Month-to-month,4222.95,No
3799,Female,0,No,No,31,Yes,Yes,Month-to-month,1994.3,Yes
3800,Female,0,No,Yes,66,Yes,Yes,Two year,5930.05,No
3801,Female,1,No,No,18,Yes,Yes,Month-to-month,1505.85,Yes
3802,Male,0,No,No,1,Yes,No,Month-to-month,20.0,No
3803,Male,0,Yes,No,61,Yes,Yes,Two year,5638.3,Yes
3804,Male,0,No,No,10,Yes,Yes,Month-to-month,797.25,No
3805,Male,1,No,No,1,Yes,No,Month-to-month,71.65,Yes
3806,Female,1,No,No,18,Yes,No,Month-to-month,1359.45,No
3807,Male,0,Yes,No,24,Yes,Yes,Month-to-month,2542.45,Yes
3808,Female,0,Yes,Yes,3,Yes,No,Month-to-month,54.7,No
3809,Male,0,No,No,50,Yes,No,One year,989.05,No
3810,Male,0,Yes,Yes,1,Yes,No,Month-to-month,44.55,No
3811,Male,0,No,No,2,Yes,No,Month-to-month,87.3,No
3812,Male,0,No,No,17,Yes,No,One year,351.55,No
3813,Male,0,Yes,Yes,69,Yes,Yes,Two year,7297.75,No
3814,Male,0,Yes,No,72,Yes,Yes,Two year,6301.7,No
3815,Female,0,No,No,3,Yes,Yes,Month-to-month,210.3,Yes
3816,Male,1,Yes,Yes,50,Yes,Yes,Two year,3822.45,No
3817,Female,0,No,No,53,Yes,No,Two year,1048.45,No
3818,Female,0,Yes,No,58,Yes,Yes,Two year,6393.65,No
3819,Male,0,No,No,46,No,No phone service,One year,1489.3,No
3820,Male,1,Yes,No,72,Yes,Yes,Month-to-month,8061.5,No
3821,Female,1,No,No,1,Yes,Yes,Month-to-month,74.2,Yes
3822,Female,0,Yes,Yes,6,Yes,Yes,Month-to-month,518.75,No
3823,Male,0,Yes,No,72,Yes,Yes,Two year,5763.15,No
3824,Male,0,No,No,4,Yes,No,Month-to-month,238.5,No
3825,Female,0,Yes,Yes,52,Yes,No,Two year,1031.7,No
3826,Male,0,Yes,Yes,0,Yes,Yes,Two year,1397.475,No
3827,Female,0,No,No,2,Yes,No,One year,34.8,No
3828,Female,0,Yes,No,65,Yes,No,Two year,1319.95,No
3829,Male,1,Yes,No,43,Yes,Yes,Month-to-month,4388.4,Yes
3830,Male,0,Yes,No,4,Yes,Yes,Month-to-month,420.2,Yes
3831,Male,1,Yes,No,25,Yes,Yes,One year,2177.45,Yes
3832,Female,0,Yes,No,51,Yes,Yes,One year,3950.85,No
3833,Male,0,No,No,12,Yes,Yes,Month-to-month,827.05,No
3834,Female,0,Yes,Yes,57,Yes,No,One year,3913.3,Yes
3835,Female,0,Yes,Yes,24,Yes,No,One year,533.5,No
3836,Female,0,Yes,No,64,Yes,Yes,One year,3756.45,No
3837,Female,0,No,No,4,Yes,No,One year,443.9,Yes
3838,Female,0,No,No,26,Yes,Yes,Month-to-month,2599.95,No
3839,Female,0,Yes,Yes,15,Yes,No,Month-to-month,284.3,No
3840,Male,1,Yes,No,64,Yes,Yes,Two year,1740.8,No
3841,Male,1,Yes,No,36,Yes,Yes,Month-to-month,3436.1,Yes
3842,Female,0,Yes,No,27,Yes,Yes,Month-to-month,2462.55,No
3843,Male,1,Yes,No,1,Yes,No,Month-to-month,70.85,Yes
3844,Female,0,No,No,35,Yes,Yes,One year,3110.1,Yes
3845,Male,0,No,No,4,Yes,No,Month-to-month,280.85,Yes
3846,Female,0,Yes,Yes,8,Yes,No,Month-to-month,411.75,No
3847,Male,0,No,No,10,Yes,No,Month-to-month,198.6,No
3848,Female,0,No,No,2,Yes,No,Month-to-month,103.7,No
3849,Female,0,Yes,No,58,Yes,Yes,Two year,6144.55,Yes
3850,Male,0,Yes,No,51,Yes,No,Two year,4089.45,No
3851,Female,0,Yes,Yes,46,Yes,No,Two year,864.2,No
3852,Male,0,No,No,1,Yes,No,Month-to-month,19.65,No
3853,Male,0,No,No,46,Yes,Yes,Month-to-month,3249.4,No
3854,Female,0,Yes,No,50,Yes,Yes,Month-to-month,5405.8,No
3855,Male,0,Yes,Yes,53,Yes,No,Month-to-month,3363.8,No
3856,Male,0,Yes,No,61,Yes,Yes,Month-to-month,7132.15,No
3857,Male,0,No,No,5,Yes,No,Month-to-month,93.55,No
3858,Male,0,No,No,47,Yes,No,One year,4138.9,No
3859,Female,0,No,No,54,Yes,Yes,One year,5121.75,No
3860,Male,0,No,Yes,19,No,No phone service,Month-to-month,566.1,No
3861,Female,0,No,Yes,26,Yes,No,Two year,2715.3,No
3862,Male,0,Yes,Yes,70,Yes,Yes,Two year,1782.05,No
3863,Male,0,Yes,No,17,Yes,Yes,Month-to-month,1742.5,No
3864,Female,0,No,No,30,Yes,Yes,Month-to-month,2983.8,Yes
3865,Female,0,No,Yes,1,Yes,Yes,Month-to-month,24.0,No
3866,Female,0,Yes,Yes,19,Yes,Yes,Two year,485.9,No
3867,Female,0,Yes,No,26,Yes,No,Two year,1905.7,No
3868,Female,0,Yes,Yes,21,Yes,No,Month-to-month,1565.7,Yes
3869,Male,0,Yes,No,50,Yes,Yes,One year,4858.7,No
3870,Female,0,Yes,No,68,No,No phone service,One year,3723.65,No
3871,Male,0,No,No,3,Yes,Yes,Month-to-month,298.35,Yes
3872,Male,0,Yes,Yes,9,Yes,No,Month-to-month,970.45,No
3873,Female,0,Yes,Yes,51,No,No phone service,Two year,1782.0,No
3874,Female,0,No,No,9,Yes,No,Month-to-month,405.7,No
3875,Male,1,Yes,Yes,41,Yes,Yes,One year,4534.9,Yes
3876,Male,0,No,No,22,Yes,Yes,Month-to-month,2415.95,No
3877,Female,0,Yes,Yes,21,No,No phone service,One year,1157.05,Yes
3878,Male,0,Yes,Yes,71,Yes,Yes,Two year,8297.5,No
3879,Male,0,No,No,1,Yes,No,Month-to-month,45.75,Yes
3880,Male,0,Yes,Yes,26,Yes,Yes,One year,2083.1,No
3881,Male,0,Yes,No,71,Yes,Yes,Two year,4681.75,No
3882,Male,0,No,No,4,Yes,No,Month-to-month,176.2,No
3883,Female,0,No,No,12,Yes,Yes,Month-to-month,1001.2,No
3884,Female,0,Yes,No,18,Yes,Yes,Month-to-month,1594.75,No
3885,Female,0,No,No,3,Yes,Yes,Month-to-month,212.4,No
3886,Female,1,Yes,No,72,Yes,Yes,One year,7677.4,No
3887,Male,0,No,No,11,Yes,No,Month-to-month,815.5,Yes
3888,Female,0,No,No,1,Yes,No,Month-to-month,80.15,Yes
3889,Male,0,No,No,13,Yes,No,One year,259.65,No
3890,Female,0,Yes,No,72,Yes,Yes,One year,8109.8,Yes
3891,Male,0,Yes,No,42,Yes,Yes,One year,2386.85,No
3892,Female,0,No,No,17,Yes,No,Month-to-month,340.35,No
3893,Female,1,No,No,7,Yes,No,Month-to-month,419.35,No
3894,Female,0,Yes,No,68,Yes,Yes,Two year,7990.05,No
3895,Male,0,Yes,Yes,56,Yes,Yes,Two year,1402.25,No
3896,Female,0,Yes,Yes,38,Yes,No,One year,749.35,No
3897,Female,0,Yes,Yes,72,Yes,Yes,Two year,8425.15,No
3898,Female,0,No,No,48,Yes,Yes,One year,1171.5,No
3899,Female,1,Yes,No,52,Yes,Yes,Month-to-month,5647.95,No
3900,Female,0,Yes,Yes,35,Yes,No,One year,708.8,No
3901,Male,0,Yes,No,67,Yes,Yes,Two year,7567.2,No
3902,Female,0,No,No,1,No,No phone service,Month-to-month,29.9,No
3903,Male,0,No,No,53,Yes,No,Month-to-month,4348.1,No
3904,Male,0,Yes,Yes,34,Yes,No,Month-to-month,635.9,No
3905,Female,0,No,No,3,No,No phone service,Month-to-month,108.95,Yes
3906,Female,0,Yes,No,1,Yes,No,Month-to-month,78.8,Yes
3907,Male,0,No,No,19,Yes,No,Month-to-month,1682.4,No
3908,Female,1,Yes,No,60,Yes,Yes,Two year,6925.9,No
3909,Male,0,No,No,11,Yes,No,Two year,223.15,No
3910,Female,0,No,No,47,Yes,Yes,Month-to-month,5127.95,Yes
3911,Male,0,No,No,18,Yes,No,Month-to-month,874.8,Yes
3912,Female,0,Yes,Yes,60,Yes,Yes,Two year,6758.45,No
3913,Male,0,Yes,No,72,Yes,Yes,Two year,1874.3,No
3914,Male,0,No,No,39,Yes,No,One year,791.15,No
3915,Female,0,Yes,No,59,Yes,No,One year,4639.45,No
3916,Male,0,Yes,Yes,2,Yes,No,Month-to-month,143.9,No
3917,Male,1,No,No,1,Yes,No,Month-to-month,69.1,Yes
3918,Male,0,Yes,Yes,20,Yes,No,Month-to-month,1776.55,Yes
3919,Female,0,No,No,6,Yes,Yes,Month-to-month,536.4,Yes
3920,Male,0,No,No,71,Yes,Yes,Two year,6172.0,No
3921,Female,0,Yes,No,24,Yes,Yes,Month-to-month,1559.45,No
3922,Male,1,Yes,No,67,Yes,Yes,Month-to-month,6079.0,No
3923,Male,0,No,No,1,Yes,No,Month-to-month,80.85,Yes
3924,Female,0,Yes,Yes,48,Yes,Yes,One year,4029.95,Yes
3925,Female,0,Yes,No,37,Yes,Yes,One year,2658.4,No
3926,Male,0,No,No,11,No,No phone service,Month-to-month,383.55,No
3927,Male,0,Yes,No,3,Yes,No,Month-to-month,51.15,Yes
3928,Female,0,Yes,No,18,Yes,No,Month-to-month,1745.5,No
3929,Male,0,Yes,Yes,50,Yes,No,One year,2230.85,No
3930,Female,0,Yes,Yes,67,Yes,Yes,One year,7281.6,No
3931,Female,0,Yes,No,25,Yes,No,Month-to-month,1837.7,No
3932,Female,1,No,No,2,Yes,Yes,Month-to-month,149.55,Yes
3933,Male,0,No,No,9,Yes,No,Month-to-month,180.7,No
3934,Female,0,No,Yes,10,No,No phone service,One year,411.45,No
3935,Female,0,Yes,No,70,Yes,No,Two year,1328.35,No
3936,Male,0,No,No,9,Yes,No,Month-to-month,576.95,No
3937,Female,0,No,No,4,Yes,No,Month-to-month,68.45,No
3938,Female,0,No,No,2,Yes,No,Month-to-month,123.05,No
3939,Female,0,No,Yes,1,Yes,No,Month-to-month,78.65,Yes
3940,Male,0,No,No,19,No,No phone service,Month-to-month,468.35,No
3941,Male,0,Yes,Yes,7,Yes,No,Month-to-month,174.7,No
3942,Male,0,No,No,1,Yes,No,Month-to-month,42.9,Yes
3943,Male,1,No,No,1,Yes,No,Month-to-month,44.0,No
3944,Female,0,Yes,Yes,9,Yes,No,One year,172.35,No
3945,Female,0,No,No,3,No,No phone service,Month-to-month,139.35,Yes
3946,Female,0,No,No,9,No,No phone service,Month-to-month,539.85,Yes
3947,Female,0,No,No,5,Yes,No,Month-to-month,300.4,No
3948,Female,0,Yes,Yes,56,Yes,No,One year,4968.0,No
3949,Female,0,No,Yes,18,Yes,Yes,Month-to-month,992.7,No
3950,Male,1,No,No,49,Yes,Yes,Month-to-month,4718.25,Yes
3951,Male,0,Yes,No,70,Yes,Yes,Two year,5536.5,No
3952,Female,0,No,No,72,Yes,Yes,Two year,7806.6,No
3953,Female,1,No,No,6,Yes,No,Month-to-month,434.1,Yes
3954,Male,1,Yes,No,17,Yes,Yes,Month-to-month,1563.9,No
3955,Male,0,Yes,No,29,No,No phone service,Month-to-month,1332.4,No
3956,Female,0,Yes,No,6,Yes,Yes,Month-to-month,545.2,Yes
3957,Male,0,Yes,No,63,Yes,Yes,Two year,6296.75,No
3958,Male,0,Yes,No,16,Yes,Yes,Month-to-month,1284.2,Yes
3959,Male,0,No,No,59,Yes,No,One year,3645.5,No
3960,Female,0,No,No,3,Yes,No,Month-to-month,161.45,No
3961,Female,0,No,No,8,No,No phone service,Month-to-month,226.95,No
3962,Female,1,Yes,No,7,Yes,Yes,Month-to-month,646.85,Yes
3963,Female,0,No,No,68,Yes,No,Two year,1441.65,No
3964,Female,0,Yes,Yes,68,Yes,Yes,Two year,7511.3,No
3965,Female,1,Yes,No,52,Yes,Yes,One year,5621.85,No
3966,Male,0,Yes,Yes,72,Yes,Yes,Two year,7919.8,No
3967,Female,0,Yes,No,32,Yes,No,One year,593.2,No
3968,Female,0,Yes,No,72,Yes,No,Two year,1423.65,No
3969,Male,0,Yes,Yes,1,Yes,No,Month-to-month,69.95,No
3970,Male,0,Yes,Yes,42,Yes,No,One year,2763.35,No
3971,Female,0,No,No,25,Yes,Yes,Two year,692.1,Yes
3972,Male,0,No,No,45,Yes,No,Month-to-month,2298.55,No
3973,Female,0,Yes,Yes,43,No,No phone service,One year,2640.55,No
3974,Male,0,Yes,No,37,Yes,Yes,One year,2911.8,No
3975,Female,1,No,No,20,Yes,Yes,Month-to-month,1727.5,Yes
3976,Female,0,No,No,4,No,No phone service,Month-to-month,86.6,Yes
3977,Male,0,Yes,No,63,Yes,No,Two year,6705.7,No
3978,Male,0,No,No,3,Yes,No,Month-to-month,237.65,No
3979,Male,0,Yes,Yes,66,Yes,Yes,Two year,1672.35,No
3980,Male,0,No,No,28,Yes,Yes,Month-to-month,2979.5,Yes
3981,Female,1,No,No,8,Yes,Yes,Month-to-month,695.75,No
3982,Male,0,No,Yes,71,Yes,Yes,Two year,1654.6,No
3983,Male,0,No,No,1,No,No phone service,Month-to-month,24.25,Yes
3984,Female,0,Yes,Yes,72,Yes,Yes,Two year,1857.85,No
3985,Male,1,Yes,No,16,Yes,No,Month-to-month,825.1,No
3986,Male,0,Yes,No,66,Yes,Yes,Two year,6424.25,No
3987,Female,0,No,No,11,Yes,Yes,Month-to-month,837.95,Yes
3988,Male,0,No,No,51,Yes,Yes,One year,4126.2,No
3989,Female,0,No,Yes,8,No,No phone service,Month-to-month,330.8,No
3990,Male,0,No,No,14,Yes,No,Month-to-month,1337.45,No
3991,Female,0,No,No,4,Yes,Yes,Month-to-month,362.2,Yes
3992,Female,0,No,No,70,Yes,Yes,Two year,5991.05,No
3993,Female,0,No,Yes,70,Yes,Yes,Two year,4891.5,No
3994,Female,1,Yes,No,54,Yes,Yes,One year,5373.1,Yes
3995,Male,0,No,Yes,28,Yes,No,Month-to-month,2068.55,Yes
3996,Male,0,No,No,24,Yes,No,Two year,487.05,No
3997,Female,0,Yes,No,69,Yes,No,Two year,4131.2,No
3998,Male,0,Yes,Yes,42,Yes,No,Month-to-month,2301.15,No
3999,Female,1,No,No,2,Yes,No,Month-to-month,131.65,Yes
4000,Female,1,No,No,39,Yes,Yes,Month-to-month,4036.0,No
4001,Male,0,Yes,Yes,45,Yes,Yes,Two year,4900.65,No
4002,Male,0,Yes,Yes,72,Yes,Yes,Two year,5727.45,No
4003,Female,0,No,No,38,Yes,No,Two year,743.05,No
4004,Male,0,Yes,No,72,Yes,Yes,Two year,4804.65,No
4005,Male,0,No,No,1,Yes,Yes,Month-to-month,24.05,Yes
4006,Male,0,Yes,Yes,72,Yes,No,Two year,1414.65,No
4007,Male,0,Yes,No,55,Yes,Yes,Two year,1443.65,No
4008,Female,0,Yes,Yes,51,No,No phone service,One year,2898.95,No
4009,Male,0,No,No,63,Yes,No,Two year,5309.5,No
4010,Female,0,No,No,1,Yes,No,Month-to-month,20.4,No
4011,Female,0,Yes,Yes,23,Yes,No,Two year,451.55,No
4012,Female,0,No,No,1,Yes,No,Month-to-month,50.55,Yes
4013,Female,0,No,No,2,Yes,Yes,Month-to-month,117.05,No
4014,Female,1,No,No,52,Yes,Yes,Month-to-month,5839.3,No
4015,Female,0,No,No,36,Yes,Yes,One year,1893.5,No
4016,Female,0,No,No,1,Yes,No,Month-to-month,45.35,No
4017,Female,0,No,No,28,Yes,Yes,One year,1654.45,No
4018,Female,0,Yes,Yes,7,Yes,No,One year,477.05,No
4019,Male,0,No,No,14,Yes,Yes,Month-to-month,1415.55,Yes
4020,Male,1,Yes,No,72,No,No phone service,Two year,4546.0,No
4021,Female,0,Yes,Yes,1,Yes,No,Month-to-month,20.5,Yes
4022,Female,0,No,No,10,Yes,No,Month-to-month,163.2,No
4023,Male,0,No,No,42,Yes,No,One year,849.9,No
4024,Female,0,No,No,7,No,No phone service,Month-to-month,189.95,No
4025,Male,0,No,No,4,Yes,No,Month-to-month,321.9,Yes
4026,Male,0,Yes,Yes,72,Yes,Yes,Two year,8058.55,No
4027,Female,0,Yes,No,20,No,No phone service,Month-to-month,482.8,Yes
4028,Male,0,No,No,63,Yes,No,Two year,7049.75,No
4029,Female,0,No,No,56,No,No phone service,Two year,2560.1,No
4030,Female,0,No,Yes,5,Yes,No,Month-to-month,286.8,No
4031,Female,0,Yes,No,72,Yes,Yes,Two year,7982.5,No
4032,Male,1,Yes,Yes,68,Yes,Yes,Month-to-month,5683.6,No
4033,Male,0,Yes,Yes,67,Yes,No,One year,3994.05,No
4034,Male,0,Yes,Yes,8,Yes,No,Month-to-month,369.15,No
4035,Male,0,Yes,Yes,52,Yes,Yes,Month-to-month,4631.7,No
4036,Female,0,Yes,Yes,18,Yes,No,Month-to-month,401.95,No
4037,Female,0,Yes,Yes,59,Yes,Yes,Two year,1534.05,No
4038,Female,0,No,No,60,Yes,No,Two year,1093.0,No
4039,Male,0,No,No,7,Yes,Yes,Month-to-month,701.3,No
4040,Male,0,Yes,Yes,59,No,No phone service,One year,1980.3,No
4041,Male,0,No,No,46,No,No phone service,Two year,2893.4,No
4042,Male,0,No,No,5,Yes,No,Month-to-month,262.3,No
4043,Male,1,Yes,No,59,No,No phone service,Two year,3886.85,No
4044,Female,0,Yes,No,70,Yes,Yes,Two year,5917.55,No
4045,Female,0,No,No,14,Yes,No,Month-to-month,914.0,Yes
4046,Female,0,No,No,44,Yes,Yes,Month-to-month,2139.1,No
4047,Female,0,Yes,No,64,Yes,Yes,Two year,5948.7,No
4048,Female,0,Yes,Yes,58,No,No phone service,Two year,3624.35,No
4049,Female,1,Yes,No,46,Yes,Yes,One year,4753.85,No
4050,Male,1,Yes,No,58,Yes,Yes,Month-to-month,5780.7,No
4051,Female,0,Yes,No,72,Yes,Yes,Two year,6869.7,No
4052,Female,1,No,No,30,No,No phone service,Month-to-month,1172.95,Yes
4053,Male,1,No,No,11,Yes,Yes,Month-to-month,662.95,No
4054,Female,1,No,No,34,No,No phone service,Month-to-month,1765.95,No
4055,Male,0,No,No,54,No,No phone service,Two year,2431.95,No
4056,Female,0,No,No,3,No,No phone service,Month-to-month,155.35,Yes
4057,Female,0,Yes,Yes,72,Yes,Yes,Two year,1859.2,No
4058,Female,0,Yes,Yes,40,Yes,Yes,Month-to-month,3303.05,Yes
4059,Female,0,Yes,Yes,2,Yes,No,Month-to-month,134.35,Yes
4060,Male,0,Yes,Yes,54,Yes,Yes,Two year,3409.1,No
4061,Female,0,No,No,14,Yes,No,Month-to-month,709.5,No
4062,Female,0,No,No,1,Yes,No,Month-to-month,70.5,Yes
4063,Female,0,No,No,10,Yes,Yes,Month-to-month,953.45,Yes
4064,Female,0,No,No,1,Yes,No,Month-to-month,50.15,No
4065,Male,0,No,No,1,Yes,No,Month-to-month,19.75,Yes
4066,Male,0,No,No,56,Yes,Yes,One year,3665.55,No
4067,Female,0,Yes,No,68,Yes,No,Two year,5515.8,No
4068,Female,0,Yes,Yes,14,Yes,No,One year,272.0,No
4069,Male,0,Yes,Yes,68,Yes,No,Two year,6668.0,No
4070,Male,1,Yes,No,55,Yes,Yes,Month-to-month,4052.4,No
4071,Female,0,No,No,16,No,No phone service,Month-to-month,664.4,No
4072,Male,1,No,No,9,Yes,No,Month-to-month,718.55,No
4073,Male,0,Yes,Yes,14,Yes,No,Month-to-month,937.6,Yes
4074,Male,1,Yes,No,58,Yes,Yes,Month-to-month,5812.6,Yes
4075,Male,0,No,No,53,No,No phone service,Month-to-month,2546.85,No
4076,Male,0,Yes,No,70,Yes,Yes,Two year,6944.5,No
4077,Female,1,Yes,Yes,14,Yes,Yes,Month-to-month,1346.3,No
4078,Male,0,Yes,Yes,22,Yes,No,One year,1544.05,Yes
4079,Female,0,Yes,No,10,Yes,Yes,Month-to-month,765.15,No
4080,Female,0,Yes,Yes,29,Yes,Yes,Two year,692.55,No
4081,Female,0,No,No,1,Yes,No,Month-to-month,69.6,Yes
4082,Male,0,Yes,No,49,Yes,Yes,One year,4059.35,Yes
4083,Female,1,Yes,No,68,Yes,Yes,Month-to-month,6851.65,Yes
4084,Female,0,No,No,1,Yes,No,Month-to-month,78.05,Yes
4085,Female,0,No,No,30,No,No phone service,One year,1187.05,No
4086,Female,0,Yes,No,72,Yes,Yes,Two year,5401.9,No
4087,Female,0,No,No,10,Yes,No,Month-to-month,247.0,No
4088,Male,0,No,No,7,Yes,Yes,Month-to-month,520.0,Yes
